date,trade,conf,n,risk_usd,spot_in,spot_out,iv_in,iv_out,fc_mean,fc_p95,fc_skew,fc_kurt,rv_cons,vrp_pct,regime,prob_turb,heston_v0,heston_kappa,heston_theta,heston_sv,heston_rho,pnl,capital,reason
2019-03-26,SELL_SMALL,0.55,11,2860.56,253.82,253.93,0.1441,0.1195,0.13237,0.20405,0.593,0.043,0.09942,0.08139,0,0.4554,0.018198,21.1361,0.024167,1.4411,-0.0895,906.9,1036628.15,VRP(w)=+8.1% | IV>5RV | k=0.0
2019-03-27,SELL_SMALL,0.4,0,0.0,253.93,252.61,0.1195,0.127,0.13237,0.20405,0.593,0.043,0.09792,-0.10771,0,0.4592,0.018198,21.1361,0.024167,1.4411,-0.0895,0.0,1036628.15,IV>5RV | k=0.0
2019-03-28,SELL_SMALL,0.4,0,0.0,253.24,253.56,0.127,0.117,0.14383,0.21744,0.5554,0.0131,0.10069,-0.13252,0,0.4922,0.021609,20.7398,0.024166,1.4405,-0.0817,0.0,1036628.15,IV>5RV | k=0.0
2019-03-29,SELL_SMALL,0.4,0,0.0,255.08,255.16,0.117,0.1034,0.14383,0.21744,0.5554,0.0131,0.10236,-0.22932,0,0.4902,0.021609,20.7398,0.024166,1.4405,-0.0817,0.0,1036628.15,IV>5RV | k=0.0
2019-04-01,NO_TRADE,0.1,0,0.0,257.17,258.19,0.1034,0.1011,0.14383,0.21744,0.5554,0.0131,0.1044,-0.39101,0,0.4894,0.021609,20.7398,0.024166,1.4405,-0.0817,0.0,1036628.15,k=0.0
2019-04-02,NO_TRADE,0.1,0,0.0,258.38,258.32,0.1011,0.0986,0.14383,0.21744,0.5554,0.0131,0.11054,-0.42265,0,0.4875,0.021609,20.7398,0.024166,1.4405,-0.0817,0.0,1036628.15,k=0.0
2019-04-03,NO_TRADE,0.1,0,0.0,259.53,258.72,0.0986,0.1029,0.14383,0.21744,0.5554,0.0131,0.11006,-0.45872,0,0.4866,0.021609,20.7398,0.024166,1.4405,-0.0817,0.0,1036628.15,k=0.0
2019-04-04,NO_TRADE,0.1,0,0.0,259.05,259.41,0.1029,0.0958,0.12126,0.19364,0.7065,0.2483,0.1039,-0.17846,0,0.4276,0.015104,20.914,0.024193,1.4404,-0.0818,0.0,1036628.15,k=0.2
2019-04-05,NO_TRADE,0.1,0,0.0,260.08,260.66,0.0958,0.0812,0.12126,0.19364,0.7065,0.2483,0.10396,-0.2658,0,0.427,0.015104,20.914,0.024193,1.4404,-0.0818,0.0,1036628.15,k=0.2
2019-04-08,NO_TRADE,0.1,0,0.0,260.24,260.86,0.0812,0.0874,0.12126,0.19364,0.7065,0.2483,0.10336,-0.4934,0,0.4242,0.015104,20.914,0.024193,1.4404,-0.0818,0.0,1036628.15,k=0.2
2019-04-09,NO_TRADE,0.1,0,0.0,259.9,259.53,0.0874,0.0978,0.12126,0.19364,0.7065,0.2483,0.10166,-0.38746,0,0.4185,0.015104,20.914,0.024193,1.4404,-0.0818,0.0,1036628.15,k=0.2
2019-04-10,NO_TRADE,0.1,0,0.0,259.94,260.41,0.0978,0.0814,0.12126,0.19364,0.7065,0.2483,0.09791,-0.23992,0,0.4275,0.015104,20.914,0.024193,1.4404,-0.0818,0.0,1036628.15,k=0.2
2019-04-11,NO_TRADE,0.1,0,0.0,260.9,260.34,0.0814,0.0852,0.10487,0.17576,0.7949,0.339,0.09662,-0.2883,0,0.3698,0.010282,20.9149,0.024106,1.4403,-0.0817,0.0,1036628.15,k=0.3
2019-04-12,NO_TRADE,0.1,0,0.0,261.96,262.1,0.0852,0.0774,0.10487,0.17576,0.7949,0.339,0.09665,-0.23084,0,0.3697,0.010282,20.9149,0.024106,1.4403,-0.0817,0.0,1036628.15,k=0.3
2019-04-15,NO_TRADE,0.1,0,0.0,262.17,261.93,0.0774,0.0861,0.10487,0.17576,0.7949,0.339,0.09554,-0.35488,0,0.3716,0.010282,20.9149,0.024106,1.4403,-0.0817,0.0,1036628.15,k=0.3
2019-04-16,NO_TRADE,0.1,0,0.0,262.81,262.1,0.0861,0.0876,0.10487,0.17576,0.7949,0.339,0.09556,-0.21798,0,0.3716,0.010282,20.9149,0.024106,1.4403,-0.0817,0.0,1036628.15,k=0.3
2019-04-17,NO_TRADE,0.1,0,0.0,263.22,261.46,0.0876,0.09,0.10487,0.17576,0.7949,0.339,0.0953,-0.19712,0,0.371,0.010282,20.9149,0.024106,1.4403,-0.0817,0.0,1036628.15,k=0.3
2019-04-18,NO_TRADE,0.1,0,0.0,262.05,261.97,0.09,0.0793,0.11062,0.18313,0.7873,0.2953,0.09376,-0.22914,0,0.393,0.0121,20.899,0.023922,1.4401,-0.0805,0.0,1036628.15,k=0.3
2019-04-22,NO_TRADE,0.1,0,0.0,261.21,262.2,0.0793,0.0963,0.11062,0.18313,0.7873,0.2953,0.09413,-0.39499,0,0.3924,0.0121,20.899,0.023922,1.4401,-0.0805,0.0,1036628.15,k=0.3
2019-04-23,NO_TRADE,0.25,0,0.0,262.57,264.56,0.0963,0.0964,0.11062,0.18313,0.7873,0.2953,0.09422,-0.14873,0,0.3906,0.0121,20.899,0.023922,1.4401,-0.0805,0.0,1036628.15,IV>4RV | k=0.3
2019-04-24,NO_TRADE,0.25,0,0.0,264.48,263.97,0.0964,0.1054,0.11062,0.18313,0.7873,0.2953,0.09169,-0.14754,0,0.3911,0.0121,20.899,0.023922,1.4401,-0.0805,0.0,1036628.15,IV>4RV | k=0.3
2019-04-25,SELL_SMALL,0.4,0,0.0,263.87,263.81,0.1054,0.1036,0.11062,0.18313,0.7873,0.2953,0.06955,-0.04955,0,0.3776,0.0121,20.899,0.023922,1.4401,-0.0805,0.0,1036628.15,IV>5RV | k=0.3
2019-04-26,SELL_SMALL,0.4,0,0.0,263.85,265.04,0.1036,0.0981,0.12235,0.19453,0.6525,0.0426,0.06886,-0.18094,0,0.4091,0.015277,20.5967,0.024159,1.4379,-0.0805,0.0,1036628.15,IV>5RV | k=0.0
2019-04-29,SELL_SMALL,0.4,0,0.0,265.13,265.45,0.0981,0.1052,0.12235,0.19453,0.6525,0.0426,0.06745,-0.24715,0,0.4079,0.015277,20.5967,0.024159,1.4379,-0.0805,0.0,1036628.15,IV>5RV | k=0.0
2019-04-30,SELL_SMALL,0.4,0,0.0,265.11,265.59,0.1052,0.1044,0.12235,0.19453,0.6525,0.0426,0.0625,-0.16298,0,0.4077,0.015277,20.5967,0.024159,1.4379,-0.0805,0.0,1036628.15,IV>5RV | k=0.0
2019-05-01,SELL_SMALL,0.4,0,0.0,266.22,263.59,0.1044,0.1295,0.12235,0.19453,0.6525,0.0426,0.0619,-0.17189,0,0.4091,0.015277,20.5967,0.024159,1.4379,-0.0805,0.0,1036628.15,IV>5RV | k=0.0
2019-05-02,SELL_SMALL,0.55,8,1940.97,263.47,263.02,0.1295,0.1192,0.12235,0.19453,0.6525,0.0426,0.06203,0.05525,0,0.4233,0.015277,20.5967,0.024159,1.4379,-0.0805,362.87,1036991.02,VRP(w)=+5.5% | IV>5RV | k=0.0
2019-05-03,SELL_SMALL,0.4,0,0.0,264.5,265.6,0.1192,0.0896,0.13452,0.208,0.6493,0.1038,0.06243,-0.12853,0,0.4402,0.019377,20.7245,0.024268,1.4383,-0.0801,0.0,1036991.02,IV>5RV | k=0.1
2019-05-06,SELL_SMALL,0.4,0,0.0,261.28,264.5,0.0896,0.1345,0.13452,0.208,0.6493,0.1038,0.06568,-0.50135,0,0.4498,0.019377,20.7245,0.024268,1.4383,-0.0801,0.0,1036991.02,IV>5RV | k=0.1
2019-05-07,SELL_SMALL,0.4,0,0.0,262.09,260.09,0.1345,0.1874,0.13452,0.208,0.6493,0.1038,0.07087,-0.00016,0,0.4441,0.019377,20.7245,0.024268,1.4383,-0.0801,0.0,1036991.02,IV>5RV | k=0.1
2019-05-08,SELL_STRADDLE,0.7,73,25257.57,259.72,259.72,0.1874,0.1933,0.13452,0.208,0.6493,0.1038,0.08073,0.28217,0,0.4682,0.019377,20.7245,0.024268,1.4383,-0.0801,5541.62,1042532.64,VRP=+28.2% | IV>5RV | k=0.1
2019-05-09,SELL_STRADDLE,0.8,88,31154.3,257.65,258.94,0.1933,0.1986,0.13452,0.208,0.6493,0.1038,0.08382,0.30408,0,0.4594,0.019377,20.7245,0.024268,1.4383,-0.0801,4075.92,1046608.56,VRP=+30.4% | IV>5RV | p90<IV | k=0.1
2019-05-10,NO_TRADE,0.27,0,0.0,258.0,260.24,0.1986,0.1457,0.20526,0.28026,0.4075,0.0874,0.08934,-0.03351,1,0.7116,0.047786,20.2168,0.025142,1.4427,-0.076,0.0,1046608.56,IV>5RV | k=0.1 | sk=0.4 | TURB_PENALTY
2019-05-13,NO_TRADE,0.27,0,0.0,255.11,253.7,0.1457,0.2076,0.20526,0.28026,0.4075,0.0874,0.09632,-0.40875,1,0.7026,0.047786,20.2168,0.025142,1.4427,-0.076,0.0,1046608.56,IV>5RV | k=0.1 | sk=0.4 | TURB_PENALTY
2019-05-14,NO_TRADE,0.27,0,0.0,254.72,255.99,0.2076,0.1676,0.20526,0.28026,0.4075,0.0874,0.10787,0.01129,1,0.7289,0.047786,20.2168,0.025142,1.4427,-0.076,0.0,1046608.56,IV>5RV | k=0.1 | sk=0.4 | TURB_PENALTY
2019-05-15,NO_TRADE,0.27,0,0.0,254.36,257.49,0.1676,0.1431,0.20526,0.28026,0.4075,0.0874,0.11094,-0.22467,1,0.7302,0.047786,20.2168,0.025142,1.4427,-0.076,0.0,1046608.56,IV>5RV | k=0.1 | sk=0.4 | TURB_PENALTY
2019-05-16,NO_TRADE,0.18,0,0.0,258.2,259.88,0.1431,0.1306,0.20526,0.28026,0.4075,0.0874,0.11126,-0.43435,1,0.7292,0.047786,20.2168,0.025142,1.4427,-0.076,0.0,1046608.56,IV>4RV | k=0.1 | sk=0.4 | TURB_PENALTY
2019-05-17,NO_TRADE,0.1,0,0.0,257.57,258.2,0.1306,0.1426,0.14446,0.21767,0.602,0.1711,0.11382,-0.10615,1,0.5038,0.02268,21.0994,0.024712,1.4483,-0.0703,0.0,1046608.56,k=0.2
2019-05-20,NO_TRADE,0.25,0,0.0,256.59,256.49,0.1426,0.1482,0.14446,0.21767,0.602,0.1711,0.11895,-0.01307,0,0.4983,0.02268,21.0994,0.024712,1.4483,-0.0703,0.0,1046608.56,IV>4RV | k=0.2
2019-05-21,NO_TRADE,0.25,0,0.0,258.19,258.8,0.1482,0.125,0.14446,0.21767,0.602,0.1711,0.12099,0.02521,0,0.4972,0.02268,21.0994,0.024712,1.4483,-0.0703,0.0,1046608.56,IV>4RV | k=0.2
2019-05-22,NO_TRADE,0.1,0,0.0,257.85,258.01,0.125,0.1192,0.14446,0.21767,0.602,0.1711,0.12444,-0.15571,0,0.4971,0.02268,21.0994,0.024712,1.4483,-0.0703,0.0,1046608.56,k=0.2
2019-05-23,NO_TRADE,0.1,0,0.0,255.78,254.86,0.1192,0.154,0.14446,0.21767,0.602,0.1711,0.1263,-0.21194,0,0.4948,0.02268,21.0994,0.024712,1.4483,-0.0703,0.0,1046608.56,k=0.2
2019-05-24,NO_TRADE,0.3,0,0.0,256.3,255.43,0.154,0.1336,0.16675,0.24025,0.4934,0.2153,0.12843,-0.08281,1,0.5661,0.030276,18.9792,0.024989,1.4255,-0.0645,0.0,1046608.56,IV>4RV | k=0.2 | sk=0.5
2019-05-28,NO_TRADE,0.15,0,0.0,255.71,253.06,0.1336,0.1598,0.16675,0.24025,0.4934,0.2153,0.12899,-0.24815,1,0.5661,0.030276,18.9792,0.024989,1.4255,-0.0645,0.0,1046608.56,k=0.2 | sk=0.5
2019-05-29,NO_TRADE,0.3,0,0.0,251.94,251.36,0.1598,0.1634,0.16675,0.24025,0.4934,0.2153,0.13036,-0.04351,1,0.5671,0.030276,18.9792,0.024989,1.4255,-0.0645,0.0,1046608.56,IV>4RV | k=0.2 | sk=0.5
2019-05-30,NO_TRADE,0.3,0,0.0,252.12,252.05,0.1634,0.1512,0.16675,0.24025,0.4934,0.2153,0.13444,-0.02052,1,0.5611,0.030276,18.9792,0.024989,1.4255,-0.0645,0.0,1046608.56,IV>4RV | k=0.2 | sk=0.5
2019-05-31,NO_TRADE,0.3,0,0.0,249.49,248.65,0.1512,0.17,0.16675,0.24025,0.4934,0.2153,0.13518,-0.10286,1,0.5607,0.030276,18.9792,0.024989,1.4255,-0.0645,0.0,1046608.56,IV>4RV | k=0.2 | sk=0.5
2019-06-03,SELL_SMALL,0.4,0,0.0,248.69,248.02,0.17,0.1726,0.18237,0.2603,0.5194,0.1524,0.13757,-0.07275,1,0.615,0.0361,19.0155,0.025292,1.4261,-0.0609,0.0,1046608.56,IV>5RV | k=0.2
2019-06-04,SELL_SMALL,0.4,0,0.0,250.32,253.4,0.1726,0.1465,0.18237,0.2603,0.5194,0.1524,0.13956,-0.05659,1,0.6119,0.0361,19.0155,0.025292,1.4261,-0.0609,0.0,1046608.56,IV>5RV | k=0.2
2019-06-05,NO_TRADE,0.1,0,0.0,255.03,255.6,0.1465,0.129,0.18237,0.2603,0.5194,0.1524,0.14201,-0.24483,1,0.6307,0.0361,19.0155,0.025292,1.4261,-0.0609,0.0,1046608.56,k=0.2
2019-06-06,NO_TRADE,0.1,0,0.0,255.89,257.26,0.129,0.1288,0.18237,0.2603,0.5194,0.1524,0.15206,-0.4137,1,0.619,0.0361,19.0155,0.025292,1.4261,-0.0609,0.0,1046608.56,k=0.2
2019-06-07,NO_TRADE,0.1,0,0.0,258.28,259.83,0.1288,0.1302,0.18237,0.2603,0.5194,0.1524,0.15299,-0.4159,1,0.6199,0.0361,19.0155,0.025292,1.4261,-0.0609,0.0,1046608.56,k=0.2
2019-06-10,NO_TRADE,0.1,0,0.0,261.39,261.03,0.1302,0.1325,0.14465,0.22043,0.6204,0.1251,0.1527,-0.11097,0,0.4852,0.02256,19.4697,0.025098,1.4266,-0.0629,0.0,1046608.56,k=0.1
2019-06-11,NO_TRADE,0.1,0,0.0,262.85,260.96,0.1325,0.1315,0.14465,0.22043,0.6204,0.1251,0.154,-0.09168,0,0.4845,0.02256,19.4697,0.025098,1.4266,-0.0629,0.0,1046608.56,k=0.1
2019-06-12,NO_TRADE,0.1,0,0.0,260.73,260.5,0.1315,0.1266,0.14465,0.22043,0.6204,0.1251,0.15382,-0.09999,0,0.4843,0.02256,19.4697,0.025098,1.4266,-0.0629,0.0,1046608.56,k=0.1
2019-06-13,NO_TRADE,0.1,0,0.0,261.41,261.58,0.1266,0.1259,0.14465,0.22043,0.6204,0.1251,0.15295,-0.14256,0,0.4845,0.02256,19.4697,0.025098,1.4266,-0.0629,0.0,1046608.56,k=0.1
2019-06-14,NO_TRADE,0.1,0,0.0,261.29,261.29,0.1259,0.1156,0.14465,0.22043,0.6204,0.1251,0.13587,-0.14891,0,0.4747,0.02256,19.4697,0.025098,1.4266,-0.0629,0.0,1046608.56,k=0.1
2019-06-17,NO_TRADE,0.1,0,0.0,261.52,261.39,0.1156,0.1299,0.13289,0.20271,0.5745,0.1191,0.13111,-0.14958,0,0.4358,0.018387,19.5653,0.025144,1.4263,-0.063,0.0,1046608.56,k=0.1
2019-06-18,NO_TRADE,0.1,0,0.0,263.21,264.12,0.1299,0.1329,0.13289,0.20271,0.5745,0.1191,0.12748,-0.02303,0,0.4387,0.018387,19.5653,0.025144,1.4263,-0.063,0.0,1046608.56,k=0.1
2019-06-19,NO_TRADE,0.25,0,0.0,264.26,264.72,0.1329,0.1187,0.13289,0.20271,0.5745,0.1191,0.12391,6e-05,0,0.4443,0.018387,19.5653,0.025144,1.4263,-0.063,0.0,1046608.56,IV>4RV | k=0.1
2019-06-20,NO_TRADE,0.1,0,0.0,267.41,267.25,0.1187,0.1277,0.13289,0.20271,0.5745,0.1191,0.12124,-0.11956,0,0.4448,0.018387,19.5653,0.025144,1.4263,-0.063,0.0,1046608.56,k=0.1
2019-06-21,NO_TRADE,0.25,0,0.0,266.98,266.86,0.1277,0.1283,0.13289,0.20271,0.5745,0.1191,0.11963,-0.04065,0,0.4469,0.018387,19.5653,0.025144,1.4263,-0.063,0.0,1046608.56,IV>4RV | k=0.1
2019-06-24,NO_TRADE,0.3,0,0.0,267.07,266.53,0.1283,0.138,0.14472,0.21721,0.4924,-0.1126,0.11614,-0.12799,0,0.4822,0.021993,19.8389,0.02545,1.4264,-0.067,0.0,1046608.56,IV>4RV | k=-0.1 | sk=0.5
2019-06-25,SELL_SMALL,0.45,0,0.0,266.59,263.92,0.138,0.1501,0.14472,0.21721,0.4924,-0.1126,0.11412,-0.04871,0,0.4843,0.021993,19.8389,0.02545,1.4264,-0.067,0.0,1046608.56,IV>5RV | k=-0.1 | sk=0.5
2019-06-26,SELL_SMALL,0.45,3,847.82,264.82,263.66,0.1501,0.148,0.14472,0.21721,0.4924,-0.1126,0.11208,0.03583,0,0.4835,0.021993,19.8389,0.02545,1.4264,-0.067,199.41,1046807.97,IV>5RV | k=-0.1 | sk=0.5
2019-06-27,SELL_SMALL,0.45,2,556.48,264.42,264.59,0.148,0.1434,0.14472,0.21721,0.4924,-0.1126,0.11062,0.02215,0,0.4861,0.021993,19.8389,0.02545,1.4264,-0.067,164.92,1046972.89,IV>5RV | k=-0.1 | sk=0.5
2019-06-28,SELL_SMALL,0.45,0,0.0,265.57,265.95,0.1434,0.1367,0.14472,0.21721,0.4924,-0.1126,0.10918,-0.00922,0,0.4803,0.021993,19.8389,0.02545,1.4264,-0.067,0.0,1046972.89,IV>5RV | k=-0.1 | sk=0.5
2019-07-01,SELL_SMALL,0.4,0,0.0,269.29,268.37,0.1367,0.1051,0.1523,0.22747,0.5014,-0.1446,0.10542,-0.11413,1,0.5031,0.024555,20.1569,0.025748,1.4261,-0.0712,0.0,1046972.89,IV>5RV | k=-0.1
2019-07-02,NO_TRADE,0.1,0,0.0,268.32,269.07,0.1051,0.0842,0.1523,0.22747,0.5014,-0.1446,0.10779,-0.4491,1,0.5024,0.024555,20.1569,0.025748,1.4261,-0.0712,0.0,1046972.89,k=-0.1
2019-07-03,NO_TRADE,0.1,0,0.0,269.75,271.22,0.0842,0.0791,0.1523,0.22747,0.5014,-0.1446,0.10251,-0.8088,0,0.4884,0.024555,20.1569,0.025748,1.4261,-0.0712,0.0,1046972.89,k=-0.1
2019-07-05,NO_TRADE,0.1,0,0.0,269.98,270.91,0.0791,0.0857,0.1523,0.22747,0.5014,-0.1446,0.10113,-0.92542,0,0.4884,0.024555,20.1569,0.025748,1.4261,-0.0712,0.0,1046972.89,k=-0.1
2019-07-08,NO_TRADE,0.1,0,0.0,269.59,269.42,0.0857,0.0912,0.1523,0.22747,0.5014,-0.1446,0.08301,-0.77714,0,0.4856,0.024555,20.1569,0.025748,1.4261,-0.0712,0.0,1046972.89,k=-0.1
2019-07-09,NO_TRADE,0.25,0,0.0,268.26,269.76,0.0912,0.0908,0.11326,0.1881,0.8114,0.4098,0.08383,-0.24185,0,0.3742,0.012365,20.3763,0.025447,1.4266,-0.0794,0.0,1046972.89,IV>4RV | k=0.4
2019-07-10,NO_TRADE,0.25,0,0.0,270.83,271.04,0.0908,0.0794,0.11326,0.1881,0.8114,0.4098,0.07877,-0.24732,0,0.3812,0.012365,20.3763,0.025447,1.4266,-0.0794,0.0,1046972.89,IV>4RV | k=0.4
2019-07-11,NO_TRADE,0.25,0,0.0,271.69,271.68,0.0794,0.0808,0.11326,0.1881,0.8114,0.4098,0.0758,-0.42641,0,0.3793,0.012365,20.3763,0.025447,1.4266,-0.0794,0.0,1046972.89,IV>4RV | k=0.4
2019-07-12,NO_TRADE,0.25,0,0.0,272.17,272.9,0.0808,0.0788,0.11326,0.1881,0.8114,0.4098,0.07445,-0.40169,0,0.3809,0.012365,20.3763,0.025447,1.4266,-0.0794,0.0,1046972.89,IV>4RV | k=0.4
2019-07-15,NO_TRADE,0.25,0,0.0,273.33,272.99,0.0788,0.0901,0.11326,0.1881,0.8114,0.4098,0.072,-0.43727,0,0.3862,0.012365,20.3763,0.025447,1.4266,-0.0794,0.0,1046972.89,IV>4RV | k=0.4
2019-07-16,NO_TRADE,0.25,0,0.0,272.9,272.11,0.0901,0.0971,0.11277,0.18713,0.7424,0.1531,0.0715,-0.25161,0,0.3824,0.012122,20.6777,0.025649,1.4263,-0.0829,0.0,1046972.89,IV>4RV | k=0.2
2019-07-17,SELL_SMALL,0.4,0,0.0,272.08,270.26,0.0971,0.1142,0.11277,0.18713,0.7424,0.1531,0.07115,-0.16138,0,0.3865,0.012122,20.6777,0.025649,1.4263,-0.0829,0.0,1046972.89,IV>5RV | k=0.2
2019-07-18,SELL_SMALL,0.4,1,219.1,269.76,271.24,0.1142,0.1068,0.11277,0.18713,0.7424,0.1531,0.07038,0.01252,0,0.3979,0.012122,20.6777,0.025649,1.4263,-0.0829,24.68,1046997.57,IV>5RV | k=0.2
2019-07-19,SELL_SMALL,0.4,0,0.0,272.34,269.74,0.1068,0.1156,0.11277,0.18713,0.7424,0.1531,0.07323,-0.0559,0,0.3917,0.012122,20.6777,0.025649,1.4263,-0.0829,0.0,1046997.57,IV>5RV | k=0.2
2019-07-22,SELL_SMALL,0.4,2,444.18,270.14,270.4,0.1156,0.1164,0.11277,0.18713,0.7424,0.1531,0.07522,0.02448,0,0.3825,0.012122,20.6777,0.025649,1.4263,-0.0829,107.78,1047105.35,IV>5RV | k=0.2
2019-07-23,SELL_SMALL,0.4,0,0.0,271.53,272.33,0.1164,0.1082,0.13519,0.20612,0.641,0.3124,0.07404,-0.16141,0,0.4452,0.018605,21.1156,0.02582,1.4261,-0.0827,0.0,1047105.35,IV>5RV | k=0.3
2019-07-24,SELL_SMALL,0.4,0,0.0,271.57,273.61,0.1082,0.1019,0.13519,0.20612,0.641,0.3124,0.07355,-0.24943,0,0.4409,0.018605,21.1156,0.02582,1.4261,-0.0827,0.0,1047105.35,IV>5RV | k=0.3
2019-07-25,SELL_SMALL,0.4,0,0.0,273.16,272.31,0.1019,0.1053,0.13519,0.20612,0.641,0.3124,0.07591,-0.32668,0,0.4371,0.018605,21.1156,0.02582,1.4261,-0.0827,0.0,1047105.35,IV>5RV | k=0.3
2019-07-26,SELL_SMALL,0.4,0,0.0,273.0,274.13,0.1053,0.0954,0.13519,0.20612,0.641,0.3124,0.07832,-0.28384,0,0.4364,0.018605,21.1156,0.02582,1.4261,-0.0827,0.0,1047105.35,IV>5RV | k=0.3
2019-07-29,SELL_SMALL,0.4,0,0.0,274.01,273.63,0.0954,0.1067,0.13519,0.20612,0.641,0.3124,0.07393,-0.41707,0,0.4306,0.018605,21.1156,0.02582,1.4261,-0.0827,0.0,1047105.35,IV>5RV | k=0.3
2019-07-30,SELL_SMALL,0.4,0,0.0,272.22,272.96,0.1067,0.1246,0.12683,0.20519,0.7027,0.2045,0.07434,-0.18865,0,0.4065,0.016053,21.6447,0.025825,1.4262,-0.0829,0.0,1047105.35,IV>5RV | k=0.2
2019-07-31,SELL_SMALL,0.4,0,0.0,273.21,269.97,0.1246,0.1641,0.12683,0.20519,0.7027,0.2045,0.07532,-0.01789,0,0.4065,0.016053,21.6447,0.025825,1.4262,-0.0829,0.0,1047105.35,IV>5RV | k=0.2
2019-08-01,SELL_STRADDLE,0.7,65,20484.08,270.13,267.62,0.1641,0.1732,0.12683,0.20519,0.7027,0.2045,0.08192,0.22712,0,0.4119,0.016053,21.6447,0.025825,1.4262,-0.0829,-4945.78,1042159.57,VRP=+22.7% | IV>5RV | k=0.2
2019-08-02,SELL_STRADDLE,0.7,73,23974.04,266.72,265.61,0.1732,0.1569,0.12683,0.20519,0.7027,0.2045,0.08722,0.26773,0,0.4033,0.016053,21.6447,0.025825,1.4262,-0.0829,6119.82,1048279.39,VRP=+26.8% | IV>5RV | k=0.2
2019-08-05,SELL_STRADDLE,0.7,59,17209.97,261.5,257.62,0.1569,0.2714,0.12683,0.20519,0.7027,0.2045,0.0909,0.19165,0,0.4023,0.016053,21.6447,0.025825,1.4262,-0.0829,-17209.97,1031069.42,VRP=+19.2% | IV>5RV | k=0.2
2019-08-06,NO_TRADE,0.27,0,0.0,259.52,261.23,0.2714,0.1984,0.27195,0.34642,0.2315,0.0256,0.11024,-0.00202,1,0.898,0.084914,20.9126,0.027677,1.4445,-0.0927,0.0,1031069.42,IV>5RV | k=0.0 | sk=0.2 | TURB_PENALTY
2019-08-07,NO_TRADE,0.27,0,0.0,258.15,261.39,0.1984,0.1895,0.27195,0.34642,0.2315,0.0256,0.12628,-0.37071,1,0.8946,0.084914,20.9126,0.027677,1.4445,-0.0927,0.0,1031069.42,IV>5RV | k=0.0 | sk=0.2 | TURB_PENALTY
2019-08-08,NO_TRADE,0.27,0,0.0,262.88,266.52,0.1895,0.1477,0.27195,0.34642,0.2315,0.0256,0.1395,-0.43508,1,0.8882,0.084914,20.9126,0.027677,1.4445,-0.0927,0.0,1031069.42,IV>5RV | k=0.0 | sk=0.2 | TURB_PENALTY
2019-08-09,NO_TRADE,0.18,0,0.0,265.57,264.7,0.1477,0.1575,0.27195,0.34642,0.2315,0.0256,0.14057,-0.84122,1,0.8946,0.084914,20.9126,0.027677,1.4445,-0.0927,0.0,1031069.42,IV>4RV | k=0.0 | sk=0.2 | TURB_PENALTY
2019-08-12,NO_TRADE,0.27,0,0.0,263.19,261.48,0.1575,0.2045,0.27195,0.34642,0.2315,0.0256,0.14407,-0.72666,1,0.8931,0.084914,20.9126,0.027677,1.4445,-0.0927,0.0,1031069.42,IV>5RV | k=0.0 | sk=0.2 | TURB_PENALTY
2019-08-13,NO_TRADE,0.27,0,0.0,261.18,265.54,0.2045,0.1549,0.21074,0.28777,0.3897,-0.0539,0.14792,-0.03053,1,0.7212,0.0504,21.7461,0.026576,1.4433,-0.0855,0.0,1031069.42,IV>5RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2019-08-14,NO_TRADE,0.09,0,0.0,261.48,257.69,0.1549,0.2242,0.21074,0.28777,0.3897,-0.0539,0.15368,-0.36052,1,0.7234,0.0504,21.7461,0.026576,1.4433,-0.0855,0.0,1031069.42,k=-0.1 | sk=0.4 | TURB_PENALTY
2019-08-15,NO_TRADE,0.36,0,0.0,258.58,258.37,0.2242,0.2045,0.21074,0.28777,0.3897,-0.0539,0.16296,0.06002,1,0.7346,0.0504,21.7461,0.026576,1.4433,-0.0855,0.0,1031069.42,VRP(w)=+6.0% | IV>5RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2019-08-16,NO_TRADE,0.27,0,0.0,260.03,262.19,0.2045,0.1636,0.21074,0.28777,0.3897,-0.0539,0.16602,-0.03053,1,0.7325,0.0504,21.7461,0.026576,1.4433,-0.0855,0.0,1031069.42,IV>5RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2019-08-19,NO_TRADE,0.09,0,0.0,265.22,265.34,0.1636,0.152,0.21074,0.28777,0.3897,-0.0539,0.17134,-0.28817,1,0.7333,0.0504,21.7461,0.026576,1.4433,-0.0855,0.0,1031069.42,k=-0.1 | sk=0.4 | TURB_PENALTY
2019-08-20,NO_TRADE,0.1,0,0.0,264.84,263.31,0.152,0.1643,0.16464,0.24095,0.5234,0.0023,0.17653,-0.08313,1,0.5568,0.029584,21.2618,0.026431,1.4445,-0.0727,0.0,1031069.42,k=0.0
2019-08-21,NO_TRADE,0.1,0,0.0,265.48,265.45,0.1643,0.1409,0.16464,0.24095,0.5234,0.0023,0.17573,-0.00205,1,0.5581,0.029584,21.2618,0.026431,1.4445,-0.0727,0.0,1031069.42,k=0.0
2019-08-22,NO_TRADE,0.1,0,0.0,266.16,265.37,0.1409,0.1471,0.16464,0.24095,0.5234,0.0023,0.17829,-0.16846,1,0.5573,0.029584,21.2618,0.026431,1.4445,-0.0727,0.0,1031069.42,k=0.0
